gene,selection_summary,sample_0.0-temporal_0.0,sample_0.0-temporal_108.0,sample_0.0-temporal_12.0,sample_0.0-temporal_120.0,sample_0.0-temporal_132.0,sample_0.0-temporal_144.0,sample_0.0-temporal_156.0,sample_0.0-temporal_168.0,sample_0.0-temporal_180.0,sample_0.0-temporal_192.0,sample_0.0-temporal_204.0,sample_0.0-temporal_216.0,sample_0.0-temporal_228.0,sample_0.0-temporal_24.0,sample_0.0-temporal_240.0,sample_0.0-temporal_252.0,sample_0.0-temporal_264.0,sample_0.0-temporal_276.0,sample_0.0-temporal_288.0,sample_0.0-temporal_300.0,sample_0.0-temporal_312.0,sample_0.0-temporal_324.0,sample_0.0-temporal_336.0,sample_0.0-temporal_348.0,sample_0.0-temporal_36.0,sample_0.0-temporal_360.0,sample_0.0-temporal_372.0,sample_0.0-temporal_384.0,sample_0.0-temporal_396.0,sample_0.0-temporal_408.0,sample_0.0-temporal_420.0,sample_0.0-temporal_48.0,sample_0.0-temporal_60.0,sample_0.0-temporal_72.0,sample_0.0-temporal_84.0,sample_0.0-temporal_96.0,sample_0.0-celltype_Epithelial,sample_0.0-celltype_MEF,sample_0.0-celltype_Neural,sample_0.0-celltype_Stromal,sample_0.0-celltype_Trophoblast,sample_0.0-celltype_iPSC
Ctsl,celltype - Neural - 1,0.48148148148148145,0.5555555555555555,0.35941043083900226,0.9149659863945578,0.18518518518518526,0.3407407407407408,0.5185185185185184,0.4444444444444444,0.02962962962962956,0.1925925925925926,0.07407407407407413,0.10370370370370369,0.1111111111111111,0.2222222222222222,0.029629629629629617,0.3555555555555556,0.3851851851851852,0.3111111111111111,0.26666666666666666,0.06666666666666665,0.022222222222222143,0.14814814814814814,0.37777777777777777,0.06666666666666665,0.12592592592592594,0.014814814814814808,0.38518518518518524,0.46666666666666673,0.19999999999999998,0.20740740740740746,0.18518518518518517,0.11111111111111105,0.05925925925925929,0.36296296296296293,0.06666666666666665,0.0,0.0642975903976451,0.28726154313155744,0.5922016037790386,0.2623895348545931,0.010605699392629342,0.3239694463733351
Dppa5a,celltype - iPSC - 1,0.014814814814814826,0.007407407407407468,0.007407407407407357,0.0,0.0,0.007407407407407357,0.007407407407407357,0.007407407407407357,0.0,0.007407407407407468,0.007407407407407468,0.0,0.007407407407407468,0.014814814814814826,0.007407407407407357,0.007407407407407357,0.014814814814814826,0.007407407407407468,0.007407407407407468,0.02222222222222218,0.04444444444444448,0.03703703703703701,0.12592592592592594,0.03703703703703702,0.17037037037037042,0.274074074074074,0.037037037037037035,0.2518518518518518,0.11851851851851858,0.007407407407407474,0.3925925925925926,0.11851851851851847,0.14814814814814814,0.1555555555555555,0.24444444444444446,0.10370370370370369,0.1600249165604144,0.3700560366540349,0.31100182510384927,0.28141788476516516,0.22835375294713517,1.7409468457200208
Dynll2,temporal - 72.0 - 2 / temporal - 384.0 - 1,0.49629629629629624,0.04444444444444451,0.5618291761148904,0.8507180650037793,0.1333333333333333,0.2740740740740741,1.037037037037037,0.6222222222222222,0.2814814814814815,0.02962962962962956,0.1555555555555555,0.24444444444444446,1.0962962962962963,0.06666666666666665,0.5333333333333334,0.5999999999999999,0.5481481481481482,0.14814814814814814,0.20740740740740737,0.13333333333333341,0.4222222222222222,0.4814814814814814,0.49629629629629624,0.09629629629629632,0.4666666666666666,0.10370370370370369,0.36296296296296293,0.3407407407407408,0.022222222222222143,0.5111111111111111,0.051851851851851816,0.11851851851851847,0.5037037037037038,0.2592592592592592,0.2888888888888888,0.05185185185185187,0.010543496705792132,0.3770791286535069,0.4000450082170965,0.30544634450981817,0.3374303780392929,0.25522271642241384
Ecscr,temporal - 84.0 - 1,0.03703703703703701,0.014814814814814822,0.04656084656084651,0.042328042328042326,0.02222222222222217,0.30370370370370364,0.08148148148148149,0.8814814814814815,0.022222222222222254,0.14814814814814814,0.05925925925925929,0.4222222222222223,0.7037037037037037,0.08888888888888896,0.20000000000000007,0.6000000000000001,0.30370370370370375,0.14814814814814814,0.17777777777777776,0.2814814814814815,0.20740740740740743,0.0,0.1333333333333333,0.18518518518518515,0.11111111111111113,0.0222222222222222,0.2592592592592593,0.1333333333333333,0.05185185185185184,0.08888888888888884,0.05185185185185183,0.17777777777777778,0.07407407407407401,0.1185185185185186,0.04444444444444437,0.06666666666666668,0.05214839741406058,0.13950216143138733,0.05515240855899384,0.17153817428009538,0.1934661195041601,0.562689894670092
Egr1,temporal - 276.0 - 2,0.7777777777777777,0.911111111111111,0.23711262282690854,0.34081632653061233,0.08148148148148149,0.11111111111111115,0.12592592592592583,0.08148148148148147,0.10370370370370367,0.007407407407407363,0.18518518518518515,0.08148148148148149,0.06666666666666665,0.029629629629629645,0.08148148148148149,0.1333333333333333,0.14074074074074067,0.25925925925925924,0.32592592592592595,0.46666666666666656,0.3037037037037036,0.237037037037037,0.08148148148148146,0.3925925925925926,0.11851851851851858,0.0222222222222222,0.19259259259259262,0.2518518518518519,0.24444444444444444,0.11111111111111113,0.029629629629629645,0.19259259259259262,0.4000000000000001,0.022222222222222143,0.05925925925925918,0.26666666666666666,0.14889303694701037,0.287816039000065,0.19645013172129588,0.2635854545762852,0.29071331065838507,0.42820372080316504
Epcam,celltype - Epithelial - 2,0.007407407407407357,0.0,0.007407407407407357,0.0,0.014814814814814826,0.02222222222222218,0.03703703703703701,0.022222222222222185,0.08148148148148149,0.02962962962962965,0.02962962962962966,0.05185185185185183,0.1777777777777778,0.03703703703703701,0.08888888888888882,0.1555555555555555,0.2592592592592592,0.09629629629629632,0.22222222222222218,0.014814814814814836,0.05925925925925929,0.1185185185185185,0.1555555555555555,0.11851851851851858,0.0222222222222222,0.05925925925925929,0.18518518518518515,0.27407407407407414,0.20740740740740746,0.1333333333333333,0.02962962962962966,0.19259259259259262,0.09629629629629632,0.20740740740740743,0.20740740740740743,0.051851851851851816,0.9326248250699192,0.31582356487677216,0.28039830207533306,0.30837402011620835,0.17418025311214944,0.27023346768397966
Erdr1,temporal - 420.0 - 2,0.3111111111111111,0.2148148148148148,0.8983371126228268,0.9798185941043083,0.07407407407407413,0.1555555555555556,0.4444444444444444,0.4814814814814814,0.24444444444444444,0.022222222222222282,0.02962962962962956,0.11111111111111102,0.8074074074074074,0.24444444444444446,0.6148148148148149,0.5333333333333333,0.3481481481481481,0.05925925925925929,0.28148148148148144,0.029629629629629645,0.08148148148148149,0.30370370370370375,0.32592592592592595,0.007407407407407474,0.24444444444444444,0.09629629629629632,0.35555555555555557,0.3925925925925926,0.0,0.3185185185185186,0.03703703703703709,0.029629629629629617,0.1111111111111111,0.13333333333333336,0.3333333333333334,0.5555555555555556,0.046275909435412155,0.20004686463870486,0.2505983202437876,0.3641930104673806,0.14226236481780158,0.41197857094709184
Ereg,temporal - 12.0 - 1,0.4518518518518518,1.5555555555555554,0.028420256991685572,0.1395313681027966,0.08888888888888884,0.1407407407407408,0.2666666666666668,0.11111111111111115,0.04444444444444448,0.10370370370370369,0.09629629629629631,0.07407407407407413,0.49629629629629624,0.3185185185185185,0.08888888888888884,0.08888888888888896,0.1185185185185185,0.10370370370370366,0.0,0.02222222222222218,0.14074074074074067,0.1185185185185185,0.051851851851851836,0.08148148148148149,0.09629629629629631,0.03703703703703701,0.007407407407407467,0.02962962962962954,0.02962962962962954,0.04444444444444437,0.014814814814814826,0.007407407407407468,0.03703703703703712,0.007407407407407356,0.044444444444444474,0.044444444444444474,0.17131523299819262,0.4477772399593183,0.11492001750778355,0.06611163844316167,0.008034024299920173,0.2537005275233366
Fabp3,celltype - iPSC - 2,0.10370370370370377,0.08888888888888895,0.012018140589569171,0.01020408163265301,0.0,0.007407407407407357,0.007407407407407357,0.0,0.0,0.0,0.03703703703703701,0.03703703703703701,0.014814814814814826,0.014814814814814826,0.014814814814814826,0.014814814814814826,0.014814814814814826,0.014814814814814826,0.044444444444444474,0.02962962962962954,0.05925925925925931,0.18518518518518515,0.04444444444444448,0.2888888888888889,0.037037037037037035,0.08888888888888885,0.09629629629629627,0.16296296296296298,0.051851851851851816,0.0222222222222222,0.31111111111111106,0.022222222222222143,0.2518518518518518,0.17037037037037034,0.16296296296296298,0.10370370370370369,0.12277313530987219,0.42224838001077086,0.3951069048385898,0.35909054297730525,0.0892596592649279,1.5944154783927995
Fam162a,temporal - 336.0 - 2,0.5703703703703704,0.2814814814814815,0.5116402116402117,0.7783068783068784,0.3333333333333334,0.37777777777777777,0.33333333333333337,0.4000000000000001,0.09629629629629631,0.014814814814814822,0.19259259259259265,0.15555555555555547,0.24444444444444444,0.11111111111111104,0.029629629629629547,0.962962962962963,0.711111111111111,0.4666666666666667,0.059259259259259234,0.39999999999999997,0.36296296296296293,0.11851851851851847,0.25185185185185177,0.11111111111111116,0.04444444444444451,0.007407407407407307,0.4148148148148149,0.5703703703703704,0.4962962962962963,0.08148148148148149,0.16296296296296298,0.20740740740740743,0.1777777777777778,0.19999999999999996,0.05185185185185193,0.0444444444444444,0.034276351230403346,0.4258493572173978,0.05710014947683112,0.06695192697151214,0.2999734450282391,0.8510166531317397
