gene,selection_summary,sample_0.0-temporal_0.0,sample_0.0-temporal_108.0,sample_0.0-temporal_12.0,sample_0.0-temporal_120.0,sample_0.0-temporal_132.0,sample_0.0-temporal_144.0,sample_0.0-temporal_156.0,sample_0.0-temporal_168.0,sample_0.0-temporal_180.0,sample_0.0-temporal_192.0,sample_0.0-temporal_204.0,sample_0.0-temporal_216.0,sample_0.0-temporal_228.0,sample_0.0-temporal_24.0,sample_0.0-temporal_240.0,sample_0.0-temporal_252.0,sample_0.0-temporal_264.0,sample_0.0-temporal_276.0,sample_0.0-temporal_288.0,sample_0.0-temporal_300.0,sample_0.0-temporal_312.0,sample_0.0-temporal_324.0,sample_0.0-temporal_336.0,sample_0.0-temporal_348.0,sample_0.0-temporal_36.0,sample_0.0-temporal_360.0,sample_0.0-temporal_372.0,sample_0.0-temporal_384.0,sample_0.0-temporal_396.0,sample_0.0-temporal_408.0,sample_0.0-temporal_420.0,sample_0.0-temporal_48.0,sample_0.0-temporal_60.0,sample_0.0-temporal_72.0,sample_0.0-temporal_84.0,sample_0.0-temporal_96.0,sample_0.0-celltype_Epithelial,sample_0.0-celltype_MEF,sample_0.0-celltype_Neural,sample_0.0-celltype_Stromal,sample_0.0-celltype_Trophoblast,sample_0.0-celltype_iPSC
Hmgn5,celltype - Trophoblast - 1,0.16296296296296298,0.1925925925925925,0.6566137566137566,0.5455026455026455,0.1555555555555555,0.5333333333333332,0.5259259259259259,0.4962962962962963,0.037037037037037035,0.20740740740740743,0.1111111111111111,0.22962962962962963,0.14074074074074078,0.17777777777777776,0.04444444444444445,0.2518518518518518,0.06666666666666665,0.11851851851851847,0.0222222222222222,0.11111111111111113,0.03703703703703701,0.03703703703703701,0.09629629629629632,0.0740740740740741,0.08888888888888885,0.14814814814814814,0.07407407407407401,0.2148148148148148,0.1925925925925926,0.04444444444444448,0.2592592592592593,0.09629629629629632,0.1111111111111111,0.33333333333333337,0.029629629629629617,0.05925925925925929,0.05105711300514959,0.056468923523054604,0.13785397517528428,0.28675728556437186,0.7261955039802764,0.2244411894044525
Hspb1,celltype - Neural - 2,0.07407407407407413,0.5407407407407407,0.15525321239606954,0.5182161753590326,0.0222222222222222,0.39999999999999997,0.5111111111111111,0.6444444444444445,0.2962962962962963,0.20740740740740732,0.20740740740740748,0.13333333333333336,0.837037037037037,0.2296296296296296,0.5629629629629631,0.5185185185185185,0.7777777777777777,0.05185185185185187,0.1333333333333333,0.01481481481481478,0.029629629629629617,0.32592592592592595,0.5777777777777778,0.11111111111111105,0.2000000000000001,0.23703703703703713,0.029629629629629617,0.3703703703703704,0.17777777777777778,0.37037037037037035,0.014814814814814836,0.3851851851851852,0.014814814814814808,0.13333333333333333,0.13333333333333333,0.1555555555555556,0.3137252246743349,0.03606618424182961,0.5726242681003229,0.17082321221909935,0.32309306881300964,0.6290499123172115
Krt8,celltype - Epithelial - 1,0.022222222222222185,0.014814814814814826,0.0027966742252456536,0.034240362811791464,0.03703703703703701,0.014814814814814822,0.022222222222222185,0.1555555555555556,0.02222222222222217,0.03703703703703701,0.051851851851851816,0.22222222222222224,0.08888888888888885,0.18518518518518515,0.007407407407407363,0.16296296296296298,0.3925925925925926,0.09629629629629627,0.10370370370370363,0.07407407407407413,0.0,0.1555555555555556,0.029629629629629617,0.32592592592592595,0.06666666666666676,0.1333333333333333,0.05185185185185187,0.029629629629629617,0.1777777777777777,0.0,0.16296296296296298,0.04444444444444437,0.288888888888889,0.14074074074074078,0.037037037037037035,0.07407407407407413,1.034089223122128,0.27645715643571983,0.33987480283097554,0.2157981488525422,0.4609810747043108,0.05443394581107383
Lox,celltype - MEF - 3,0.022222222222222185,0.21481481481481482,0.016175359032501835,1.0458049886621315,0.06666666666666665,0.3111111111111111,0.30370370370370375,0.044444444444444474,0.007407407407407356,0.022222222222222296,0.007407407407407468,0.051851851851851836,0.3481481481481481,0.28148148148148144,0.11111111111111113,0.00740740740740747,0.08888888888888884,0.05185185185185183,0.27407407407407414,0.15555555555555547,0.42962962962962964,0.3111111111111111,0.38518518518518524,0.2814814814814815,0.11851851851851852,0.014814814814814836,0.3185185185185185,0.007407407407407363,0.014814814814814836,0.05925925925925932,0.06666666666666665,0.19999999999999996,0.1555555555555556,0.04444444444444445,0.24444444444444446,0.125925925925926,0.5086556694696387,0.9309152881081175,0.3743440774967173,0.441949219657757,0.42566347130323834,0.5881812089560916
Marcksl1,temporal - 264.0 - 2,0.40740740740740744,0.03703703703703712,0.23310657596371892,0.5664399092970522,0.4666666666666666,0.06666666666666676,0.9777777777777779,0.6592592592592592,0.1111111111111111,0.05925925925925929,0.05925925925925929,0.48148148148148157,0.874074074074074,0.0,0.4518518518518518,0.7259259259259259,0.7333333333333333,0.2,0.237037037037037,0.007407407407407418,0.3703703703703704,0.5037037037037038,0.7037037037037037,0.02222222222222217,0.2592592592592593,0.10370370370370377,0.28888888888888886,0.3481481481481481,0.08888888888888893,0.5185185185185185,0.029629629629629617,0.11851851851851847,0.3185185185185186,0.06666666666666668,0.05925925925925932,0.03703703703703701,0.11123940845174124,0.29279631628493585,0.3158738613746913,0.20230297018332277,0.278510919353484,0.04966052120347084
Mgp,celltype - Stromal - 1,0.18518518518518515,1.1703703703703705,0.39999999999999997,0.35555555555555557,0.14814814814814814,0.2592592592592592,0.19259259259259262,0.24444444444444444,0.007407407407407363,0.07407407407407401,0.014814814814814836,0.40740740740740744,0.0,0.2740740740740741,0.10370370370370369,0.14074074074074078,0.3925925925925926,0.05925925925925929,0.49629629629629635,0.14814814814814814,0.14814814814814817,0.2444444444444445,0.2222222222222222,0.237037037037037,0.1333333333333333,0.0222222222222222,0.46666666666666673,0.2962962962962963,0.19999999999999996,0.1333333333333333,0.17037037037037045,0.11111111111111105,0.13333333333333336,0.11851851851851852,0.26666666666666666,0.08148148148148149,0.45884286105420585,0.6108760323973781,0.26104559456267706,0.7431952005974976,0.32828189332706653,0.7261454489298136
Mrps24,temporal - 180.0 - 2 / temporal - 192.0 - 1,0.8444444444444443,0.07407407407407415,0.22123960695389266,0.46568405139833713,0.2592592592592593,0.1185185185185185,0.5703703703703704,0.5851851851851853,0.17037037037037045,0.08888888888888885,0.0,0.6296296296296297,0.9185185185185185,0.0,0.5037037037037035,1.2074074074074075,1.325925925925926,0.2518518518518518,0.8148148148148149,0.3111111111111111,0.2666666666666666,0.4222222222222222,0.6888888888888889,0.05925925925925929,0.2518518518518518,0.06666666666666668,0.3555555555555555,0.4740740740740741,0.07407407407407413,0.30370370370370364,0.2518518518518518,0.11111111111111116,0.08888888888888896,0.24444444444444435,0.18518518518518515,0.1333333333333333,0.25049471305965465,0.24887977339766335,0.3000602862357439,0.17756648526701058,0.2559987511527657,0.4566117316254003
Mylpf,celltype - iPSC - 3,0.014814814814814826,0.007407407407407468,0.02600151171579744,0.02600151171579744,0.007407407407407357,0.0592592592592593,0.051851851851851836,0.07407407407407401,0.007407407407407356,0.1185185185185185,0.07407407407407401,0.022222222222222185,0.09629629629629632,0.0,0.08888888888888885,0.12592592592592586,0.03703703703703701,0.08148148148148149,0.022222222222222185,0.029629629629629645,0.06666666666666667,0.06666666666666667,0.11111111111111113,0.022222222222222185,0.07407407407407413,0.05185185185185184,0.03703703703703701,0.2518518518518518,0.20740740740740743,0.06666666666666665,0.3185185185185185,0.14814814814814814,0.16296296296296298,0.2148148148148148,0.12592592592592583,0.27407407407407414,0.154104017329874,0.32504617207851394,0.27069923775074534,0.30699851203723716,0.1640038449562946,1.5891555810442544
Ncam1,temporal - 240.0 - 1,0.2148148148148148,0.007407407407407474,0.06205593348450483,0.6768707482993197,0.05185185185185184,0.06666666666666665,0.20740740740740735,0.18518518518518515,0.04444444444444448,0.14814814814814814,0.0,0.05185185185185183,0.4740740740740741,0.26666666666666666,0.19259259259259262,0.11111111111111113,0.1777777777777778,0.10370370370370369,0.10370370370370369,0.02222222222222217,0.7925925925925927,0.5555555555555556,0.2592592592592593,0.20740740740740743,0.3111111111111111,0.051851851851851816,0.26666666666666666,0.04444444444444445,0.007407407407407363,0.04444444444444434,0.2444444444444445,0.14074074074074078,0.10370370370370377,0.05185185185185184,0.12592592592592586,0.08148148148148149,0.4142566058718955,0.6746241412883232,0.23930497402736828,0.2741543450169819,0.328821816139484,0.3693622748949037
Nme2,temporal - 36.0 - 1 / temporal - 48.0 - 1 / temporal - 72.0 - 1 / temporal - 96.0 - 1 / temporal - 300.0 - 2,0.9259259259259258,0.0222222222222222,0.27808012093726386,1.1669690098261527,0.962962962962963,0.04444444444444448,1.3185185185185186,0.5777777777777778,1.1259259259259258,0.09629629629629631,0.06666666666666667,0.9851851851851852,0.051851851851851816,0.1925925925925926,0.3407407407407408,0.4814814814814815,0.12592592592592597,0.16296296296296298,0.0592592592592593,0.04444444444444448,0.029629629629629645,0.05925925925925929,0.05925925925925929,0.22222222222222215,0.04444444444444434,0.4814814814814814,0.6518518518518519,0.022222222222222282,0.05925925925925929,0.06666666666666665,0.12592592592592594,0.14074074074074078,0.08888888888888885,0.1185185185185186,0.12592592592592597,0.17777777777777778,0.22553600438748136,0.37621134373858145,0.06150517388036897,0.17313627943023474,0.4784411807375495,0.306655795926825
Nmt1,temporal - 252.0 - 1,0.08888888888888896,0.7407407407407407,0.7313681027966742,0.9239606953892667,0.22222222222222227,0.14074074074074078,0.5259259259259259,0.4370370370370371,0.014814814814814836,0.05185185185185193,0.037037037037037035,0.3185185185185186,0.362962962962963,0.16296296296296298,0.04444444444444451,0.18518518518518517,0.2814814814814815,0.38518518518518513,0.5777777777777777,0.06666666666666665,0.014814814814814836,0.9777777777777779,0.5111111111111111,0.0,0.30370370370370375,0.07407407407407413,0.3777777777777779,0.10370370370370369,0.04444444444444451,0.2518518518518518,0.12592592592592583,0.3481481481481481,0.17037037037037034,0.2148148148148148,0.07407407407407401,0.45925925925925926,0.0010562454958280565,0.5183858081293191,0.3494330616323531,0.1562255306045922,0.136220726961441,0.1120071387378172
Nupr1,temporal - 120.0 - 2,0.548148148148148,0.5629629629629629,0.525321239606954,0.4956916099773243,0.5185185185185184,0.09629629629629631,0.30370370370370364,0.03703703703703698,0.06666666666666665,0.32592592592592595,0.3925925925925926,0.14814814814814814,0.7481481481481482,0.5037037037037038,0.1925925925925926,0.2962962962962963,0.34074074074074073,0.05925925925925929,0.3407407407407408,0.01481481481481478,0.3037037037037038,0.19259259259259262,0.05925925925925929,0.14074074074074078,0.014814814814814836,0.05925925925925929,0.20000000000000007,0.3555555555555556,0.059259259259259206,0.09629629629629632,0.18518518518518517,0.17037037037037034,0.22222222222222227,0.1333333333333333,0.01481481481481478,0.029629629629629617,0.6863562788843576,0.47505711592864364,0.2525823980708404,0.3121752813197663,0.025562341826116775,0.05484338181298121
Prkcdbp,temporal - 144.0 - 2,0.6444444444444444,0.13333333333333341,0.13008314436885862,0.49304610733182164,0.5185185185185186,0.06666666666666665,0.6222222222222222,0.6148148148148147,0.19999999999999996,0.13333333333333336,0.007407407407407363,0.6296296296296297,1.2074074074074073,0.2518518518518518,0.7185185185185186,0.6148148148148148,0.9037037037037037,0.2814814814814815,0.2666666666666666,0.09629629629629632,0.22222222222222215,0.3333333333333333,0.34814814814814815,0.16296296296296298,0.20740740740740743,0.0222222222222222,0.6296296296296295,0.3925925925925926,0.1555555555555556,0.2518518518518518,0.05925925925925929,0.059259259259259206,0.17777777777777778,0.04444444444444445,0.30370370370370364,0.12592592592592583,0.40339572770702053,0.6921299362682327,0.07914798206278029,0.2817012181563058,0.28403672900439214,1.0161324204479758
Prss23,temporal - 156.0 - 2,0.1333333333333333,0.48148148148148145,0.035978835978836,0.49523809523809526,0.0,0.0222222222222222,0.5185185185185185,0.3111111111111111,0.0,0.11851851851851858,0.014814814814814836,0.5259259259259259,0.36296296296296304,0.7851851851851852,0.20740740740740743,0.28148148148148144,0.22222222222222215,0.1407407407407408,0.28148148148148144,0.09629629629629632,0.2962962962962963,0.32592592592592595,0.2592592592592593,0.14074074074074078,0.11851851851851852,0.24444444444444446,0.43703703703703706,0.08148148148148149,0.17037037037037034,0.10370370370370369,0.11851851851851858,0.1777777777777777,0.09629629629629621,0.05925925925925929,0.18518518518518517,0.0444444444444444,0.24152796744258676,0.9109526533394021,0.32047543542353135,0.3534118512129729,0.23233615030962418,0.930019255618243
Psme1,temporal - 336.0 - 1,0.17777777777777778,0.24444444444444446,0.36432350718065,0.4383975812547241,0.029629629629629645,0.2666666666666667,0.3111111111111111,0.5111111111111111,0.06666666666666671,0.30370370370370364,0.051851851851851816,0.05925925925925929,0.4222222222222222,0.08148148148148149,0.007407407407407474,0.3185185185185186,0.3925925925925926,0.0222222222222222,0.3111111111111111,0.24444444444444446,0.06666666666666665,0.10370370370370369,0.36296296296296293,0.11851851851851847,0.04444444444444434,0.037037037037037035,0.3481481481481481,0.5037037037037038,0.5333333333333334,0.007407407407407474,0.17037037037037034,0.20740740740740737,0.0,0.274074074074074,0.03703703703703709,0.0222222222222222,0.17303975689426582,0.06211047686588733,0.2845485551949392,0.11120265235817622,0.15786582867207327,0.0012996383196431927
Rala,temporal - 168.0 - 2 / temporal - 408.0 - 1,0.2888888888888888,0.40740740740740733,0.8083144368858655,0.6601662887377173,0.05185185185185193,0.30370370370370375,0.8592592592592592,0.3185185185185185,0.07407407407407413,0.14814814814814825,0.014814814814814808,0.051851851851851816,0.7481481481481482,0.4296296296296296,0.8074074074074074,0.5111111111111111,0.1555555555555555,0.11851851851851847,0.007407407407407474,0.059259259259259206,0.4444444444444444,0.48148148148148145,0.3185185185185185,0.007407407407407363,0.4962962962962963,0.40740740740740744,0.08888888888888885,0.029629629629629617,0.22222222222222227,0.4740740740740741,0.11111111111111113,0.35555555555555557,0.40740740740740744,0.45185185185185184,0.4814814814814814,0.3111111111111111,0.010309396141572502,0.34939675628871236,0.3140900494677468,0.32627073214627744,0.20999739540692308,0.24214180680398462
S100a1,temporal - 360.0 - 2,0.17037037037037034,0.5555555555555556,0.07452758881330317,0.1041572184429327,0.0,0.11111111111111101,0.10370370370370366,0.36296296296296293,0.08888888888888882,0.17777777777777778,0.07407407407407413,0.18518518518518517,0.0,0.3111111111111111,0.007407407407407363,0.1407407407407408,0.4296296296296297,0.05185185185185193,0.02222222222222231,0.007407407407407474,0.09629629629629632,0.16296296296296298,0.09629629629629632,0.051851851851851816,0.014814814814814836,0.014814814814814836,0.2962962962962963,0.4888888888888889,0.05925925925925918,0.3703703703703704,0.6518518518518519,0.23703703703703705,0.08148148148148149,0.19999999999999996,0.09629629629629621,0.022222222222222254,0.08853639328556245,0.07033299916954339,0.34288581126279016,0.04333120216677594,0.029605824107672263,0.5078575690557685
S100a6,temporal - 312.0 - 1,0.05185185185185183,0.04444444444444448,0.013832199546485333,0.46568405139833713,0.2518518518518518,0.22962962962962963,0.3407407407407408,0.3333333333333334,0.022222222222222296,0.00740740740740747,0.07407407407407413,0.029629629629629645,0.051851851851851836,0.007407407407407468,0.11111111111111113,0.2518518518518518,0.237037037037037,0.30370370370370375,0.07407407407407413,0.19999999999999996,0.08888888888888882,0.37037037037037035,0.274074074074074,0.08148148148148149,0.08148148148148149,0.014814814814814836,0.7925925925925925,0.36296296296296293,0.16296296296296292,0.274074074074074,0.06666666666666676,0.12592592592592586,0.16296296296296295,0.09629629629629632,0.08148148148148149,0.06666666666666665,0.07162783257662536,0.6620010215752508,0.014893177745294861,0.2769596230648488,0.31323837456423975,1.4899600799898138
Scand1,temporal - 156.0 - 1 / temporal - 168.0 - 1 / temporal - 288.0 - 1 / temporal - 300.0 - 1 / temporal - 348.0 - 1 / temporal - 372.0 - 1,0.06666666666666665,0.14814814814814814,0.9512471655328798,0.32902494331065757,0.46666666666666673,0.38518518518518524,0.7333333333333334,0.12592592592592586,0.007407407407407474,0.05925925925925931,0.02222222222222229,0.03703703703703711,0.6814814814814816,0.8518518518518519,0.8296296296296297,0.7333333333333333,0.07407407407407401,0.014814814814814822,0.007407407407407363,0.1333333333333333,0.36296296296296293,0.5777777777777777,0.2592592592592593,0.0,0.7925925925925925,0.5037037037037038,0.15555555555555547,0.32592592592592595,0.274074074074074,0.8666666666666667,0.07407407407407413,0.7259259259259259,0.3703703703703704,0.40740740740740744,0.37777777777777777,0.4962962962962963,0.0007100881177882212,0.2227077698761557,0.3013291876223274,0.05635760126991318,0.10064045840838154,0.2830468886252045
Sdc4,celltype - Neural - 3,0.08148148148148149,0.7629629629629631,0.05253212396069534,0.7548752834467121,0.14814814814814814,0.1777777777777778,0.3481481481481481,0.5111111111111111,0.08148148148148149,0.18518518518518517,0.014814814814814725,0.38518518518518524,0.19999999999999996,0.20740740740740743,0.22962962962962963,0.5851851851851851,0.5259259259259259,0.05185185185185187,0.4148148148148148,0.007407407407407363,0.28148148148148144,0.14814814814814817,0.20740740740740735,0.1481481481481481,0.17037037037037042,0.02222222222222217,0.5037037037037038,0.3925925925925926,0.1555555555555555,0.1777777777777778,0.12592592592592594,0.14814814814814814,0.04444444444444445,0.3481481481481481,0.07407407407407401,0.037037037037037035,0.05186977881051358,0.48968230822952347,0.5629165324678542,0.19557218353621808,0.27254461956397247,0.16387354989929942
Snhg6,temporal - 204.0 - 1,0.14074074074074078,0.2148148148148148,0.164474678760393,0.5126228269085411,0.051851851851851816,0.34814814814814815,0.5333333333333334,0.3407407407407408,0.19999999999999998,0.11111111111111112,0.06666666666666665,0.11111111111111113,0.1333333333333333,0.03703703703703701,0.07407407407407413,0.5703703703703703,0.19259259259259254,0.7333333333333333,0.4666666666666666,0.08888888888888885,0.029629629629629672,0.49629629629629635,0.6592592592592592,0.10370370370370369,0.26666666666666666,0.03703703703703709,0.5555555555555556,0.711111111111111,0.029629629629629645,0.4444444444444444,0.562962962962963,0.20000000000000007,0.18518518518518517,0.45185185185185195,0.2518518518518519,0.11851851851851858,0.20703867441190277,0.27560907101067283,0.2696058271188961,0.2823162890108496,0.1708755589906396,0.48154238964397966
Snhg9,temporal - 24.0 - 1,0.4962962962962963,0.5925925925925926,1.0210884353741496,0.8655328798185942,0.04444444444444445,0.3185185185185185,0.48888888888888893,0.13333333333333333,0.16296296296296298,0.18518518518518517,0.10370370370370377,0.2962962962962963,0.059259259259259234,0.32592592592592595,0.13333333333333341,0.07407407407407401,0.4444444444444444,0.02962962962962966,0.39999999999999997,0.3111111111111111,0.34814814814814815,0.45925925925925926,0.14814814814814814,0.00740740740740746,0.14074074074074067,0.07407407407407413,0.08148148148148149,0.1555555555555556,0.014814814814814822,0.0,0.007407407407407474,0.08148148148148149,0.022222222222222185,0.08148148148148149,0.022222222222222185,0.05925925925925919,0.14030477929928092,0.40960354608726446,0.09547192560843681,0.13459523058027464,0.024297205280112533,0.19691410795914346
Sri,celltype - Trophoblast - 3,0.5481481481481483,0.4148148148148149,0.335525321239607,0.6910808767951624,0.28148148148148144,0.37777777777777777,0.4666666666666667,0.3925925925925926,0.007407407407407363,0.09629629629629632,0.0,0.007407407407407474,0.022222222222222282,0.25925925925925924,0.04444444444444434,0.585185185185185,0.4888888888888889,0.11111111111111105,0.04444444444444445,0.4888888888888889,0.09629629629629627,0.022222222222222143,0.30370370370370364,0.022222222222222254,0.022222222222222254,0.022222222222222254,0.4814814814814815,0.2740740740740741,0.1333333333333333,0.3111111111111111,0.007407407407407474,0.17037037037037034,0.1777777777777778,0.1555555555555555,0.12592592592592594,0.051851851851851816,0.12644324986765193,0.39442150741056203,0.2070039392512945,0.06600357712260146,0.6088663063222042,0.8003086462683369
Tax1bp3,temporal - 312.0 - 2,0.28888888888888886,0.23703703703703705,0.4883597883597883,0.6068783068783068,0.14814814814814814,0.2148148148148148,0.5185185185185184,0.38518518518518513,0.08888888888888885,0.1555555555555555,0.04444444444444445,0.19999999999999996,0.2370370370370371,0.38518518518518524,0.24444444444444435,0.38518518518518524,0.548148148148148,0.13333333333333341,0.274074074074074,0.26666666666666666,0.35555555555555557,0.2148148148148148,0.4740740740740741,0.007407407407407363,0.08148148148148149,0.1555555555555556,0.711111111111111,0.5185185185185186,0.15555555555555556,0.362962962962963,0.014814814814814836,0.14074074074074078,0.2592592592592593,0.06666666666666665,0.10370370370370374,0.0,0.024622199690489566,0.4512670717486202,0.36509798577905506,0.25524438468442745,0.2684183332810152,0.498644902361283
Thbs1,celltype - MEF - 1,0.1777777777777778,0.37777777777777777,0.1220710506424792,0.27021919879062734,0.2888888888888889,0.07407407407407413,0.48148148148148145,0.1777777777777777,0.08888888888888885,0.08148148148148149,0.10370370370370366,0.40740740740740744,0.08148148148148149,0.2666666666666668,0.22222222222222213,0.13333333333333333,0.06666666666666665,0.3111111111111111,0.4666666666666666,0.11851851851851852,0.09629629629629627,0.05925925925925918,0.1333333333333333,0.06666666666666665,0.1925925925925926,0.1111111111111111,0.4222222222222222,0.051851851851851816,0.09629629629629632,0.12592592592592583,0.09629629629629632,0.16296296296296295,0.08148148148148149,0.014814814814814808,0.08888888888888885,0.0,0.3883315341331064,0.9435322517306028,0.3283832552915624,0.4798540786789696,0.40339360661481805,0.8699905166347641
Tmem35,temporal - 108.0 - 2,0.20740740740740735,0.3333333333333334,0.6030990173847317,0.5660619803476947,0.11851851851851852,0.5111111111111111,0.711111111111111,0.30370370370370375,0.22222222222222215,0.4222222222222222,0.11111111111111105,0.08148148148148149,0.5259259259259259,0.20000000000000007,0.19999999999999996,0.45925925925925926,0.22222222222222227,0.22222222222222227,0.07407407407407401,0.08888888888888896,0.08148148148148149,0.05925925925925919,0.1333333333333333,0.029629629629629645,0.05185185185185183,0.12592592592592594,0.16296296296296298,0.08888888888888884,0.08148148148148149,0.05185185185185183,0.05185185185185183,0.1185185185185185,0.06666666666666665,0.0,0.022222222222222185,0.06666666666666667,0.233075125884066,0.2755772831974601,0.07514307658003622,0.04989781576623911,0.23142293076957673,0.3871987765424556
Tnfrsf12a,temporal - 108.0 - 1 / temporal - 240.0 - 2,0.044444444444444474,0.16296296296296298,0.18677248677248687,0.4354497354497354,0.36296296296296293,0.12592592592592597,0.6592592592592592,0.2666666666666666,0.11111111111111116,0.4962962962962963,0.08148148148148149,0.26666666666666666,0.7851851851851852,0.5555555555555556,0.40740740740740744,0.3407407407407408,0.6962962962962964,0.26666666666666666,0.20740740740740732,0.19999999999999996,0.7333333333333334,0.23703703703703707,0.24444444444444444,0.162962962962963,0.20740740740740748,0.16296296296296298,0.5407407407407407,0.3185185185185185,0.14814814814814814,0.3185185185185185,0.06666666666666665,0.09629629629629632,0.14074074074074078,0.029629629629629617,0.08148148148148143,0.05925925925925929,0.054844870290429504,0.7421549999515906,0.33649175399912457,0.05158147588486767,0.010055935121028758,0.7238614522780583
Tomm40,temporal - 144.0 - 1 / temporal - 348.0 - 2,0.6222222222222222,0.22222222222222227,0.4823129251700681,0.8600907029478458,0.46666666666666673,0.051851851851851816,0.962962962962963,0.4,0.051851851851851816,0.007407407407407363,0.14814814814814814,0.4444444444444444,1.525925925925926,0.17037037037037034,0.6666666666666667,0.5333333333333334,0.4296296296296297,0.38518518518518524,0.20740740740740743,0.014814814814814836,0.3111111111111111,0.4444444444444444,0.3925925925925926,0.01481481481481478,0.5925925925925926,0.2592592592592592,0.22222222222222227,0.3185185185185185,0.11851851851851858,0.6222222222222222,0.09629629629629632,0.19259259259259254,0.20740740740740743,0.2518518518518518,0.22222222222222215,0.06666666666666671,0.07508652876512795,0.3414908808990669,0.29922453732378657,0.4432928180457781,0.2506171697829873,0.4330499023309676
Txnip,temporal - 396.0 - 2,0.22962962962962963,0.21481481481481482,0.001662887377173107,0.005744520030234249,0.014814814814814822,0.02962962962962966,0.0,0.3333333333333333,0.1555555555555555,0.32592592592592595,0.16296296296296292,0.5259259259259259,0.7703703703703704,0.04444444444444445,0.2518518518518518,0.5259259259259259,0.2444444444444444,0.2814814814814815,0.3185185185185186,0.059259259259259345,0.585185185185185,0.014814814814814836,0.4666666666666666,0.1925925925925926,0.26666666666666666,0.24444444444444446,0.5407407407407407,0.548148148148148,0.30370370370370364,0.2592592592592593,0.3925925925925926,0.17037037037037034,0.3111111111111111,0.5259259259259259,0.20740740740740737,0.007407407407407474,0.02472731642973791,0.12892443079807048,0.19966223191206467,0.3218269608370204,0.20259899362595835,0.15237581659834998
Ube2s,temporal - 180.0 - 1,0.5111111111111111,0.04444444444444448,0.13696145124716552,0.28510959939531366,0.1555555555555556,0.022222222222222185,0.38518518518518524,0.3703703703703704,0.06666666666666665,0.10370370370370366,0.09629629629629632,0.32592592592592595,0.711111111111111,0.08888888888888884,0.3185185185185186,1.251851851851852,1.0518518518518518,0.10370370370370363,0.8222222222222222,0.1185185185185185,0.32592592592592595,0.3185185185185186,0.525925925925926,0.1777777777777777,0.33333333333333337,0.23703703703703713,0.5999999999999999,0.711111111111111,0.029629629629629672,0.3185185185185186,0.32592592592592595,0.07407407407407401,0.11111111111111116,0.2592592592592593,0.1481481481481481,0.04444444444444451,0.10870154166985807,0.22960225554681946,0.23194179487814748,0.572354723231604,0.3713060379897293,0.6163773687459809
Vapa,temporal - 408.0 - 2,0.3185185185185185,0.2962962962962963,0.44421768707482995,0.6294028722600151,0.20000000000000007,0.30370370370370375,0.5111111111111111,0.37777777777777777,0.17777777777777776,0.1333333333333333,0.06666666666666676,0.007407407407407474,0.5703703703703704,0.08148148148148149,0.31111111111111106,0.5407407407407407,0.3111111111111111,0.02222222222222231,0.07407407407407401,0.08148148148148149,0.16296296296296298,0.3037037037037038,0.3111111111111111,0.1111111111111111,0.3333333333333333,0.24444444444444435,0.2962962962962964,0.3333333333333334,0.10370370370370363,0.22222222222222215,0.16296296296296298,0.11851851851851852,0.3481481481481481,0.3555555555555556,0.45185185185185195,0.09629629629629632,0.005692384580000598,0.331840705223829,0.3038298276474328,0.2161989469031222,0.16330204710835028,0.16645107079283994
Vbp1,temporal - 420.0 - 1,0.36296296296296293,0.37777777777777777,0.8155706727135299,0.7563114134542706,0.029629629629629672,0.38518518518518513,0.7851851851851851,0.5555555555555555,0.11851851851851858,0.01481481481481478,0.11851851851851847,0.10370370370370369,0.20000000000000007,0.20000000000000007,0.19259259259259254,0.5407407407407407,0.3703703703703703,0.08148148148148149,0.20740740740740732,0.007407407407407474,0.037037037037037035,0.1777777777777778,0.4222222222222222,0.1333333333333333,0.014814814814814836,0.1777777777777778,0.3333333333333333,0.38518518518518513,0.037037037037037035,0.22962962962962963,0.4074074074074074,0.22962962962962963,0.08888888888888885,0.3925925925925926,0.10370370370370374,0.5629629629629629,0.01226209614796231,0.12258847043702592,0.33654171724929594,0.30365832274494253,0.14936178985600074,0.6459255946362457
Vcam1,temporal - 0.0 - 1,1.4518518518518517,0.35555555555555546,0.01670445956160241,0.7055933484504913,0.08888888888888885,0.08148148148148149,0.6074074074074074,0.1555555555555556,0.029629629629629645,0.16296296296296298,0.02962962962962966,0.02962962962962966,0.2962962962962963,0.16296296296296298,0.07407407407407413,0.12592592592592586,0.03703703703703701,0.06666666666666665,0.17777777777777778,0.08888888888888895,0.2666666666666668,0.2666666666666668,0.13333333333333341,0.11111111111111113,0.18518518518518515,0.08148148148148149,0.2888888888888889,0.0592592592592593,0.029629629629629645,0.03703703703703701,0.07407407407407401,0.03703703703703702,0.022222222222222185,0.014814814814814836,0.1333333333333333,0.08148148148148147,0.38756033950506263,0.6369634176555448,0.16604150666039036,0.1807890557467696,0.17356634967552884,0.4376225321048826
