gene_id	symbol	mrna_half_life_h	prot_half_life_h	measurement_group
MGI:1278344	Nipsnap1	10.79	499.0900000000001	Nipsnap1;RP23-64E17.1-003
MGI:1289155	Trmt1	9.040000000000001	57.020000000000024	Trmt1;D8Ertd812e
MGI:1289156	Pbk	6.34	16.509999999999998	Pbk;Topk
MGI:1289164	Ncaph2	14.5	22.6	Ncaph2;D15Ertd785e
MGI:1289171	Mettl2	4.73	785.9400000000002	Mettl2;D11Ertd768e
MGI:1289172	Scyl2	6.559999999999999	57.17000000000001	Scyl2;Cvak104;D10Ertd802e
MGI:1289184	Setd3	12.479999999999999	47.56	Setd3;D12Ertd771e
MGI:1289196	Rnf213		65.31999999999998	Rnf213;RP23-25M3.4-001
MGI:1289225	Tmem41b	8.469999999999999	33.64999999999999	Tmem41b;D7Ertd743e;Kiaa0033
MGI:1289227	Zwint	9.489999999999998	4.98	Zwint;D10Ertd749e
MGI:1289231	D8Ertd738e	11.38	6.489999999999999	D8Ertd738e
MGI:1289248	Txndc17	11.35	188.52	Txndc17;Txnl5
MGI:1289257	Gpd1l	19.089999999999996	93.81999999999996	Gpd1l;Kiaa0089
MGI:1289265	Tbc1d22a	13.0	26.060000000000002	Tbc1d22a;D15Ertd781e
MGI:1289273	Ppp1r10	3.9199999999999995	18.7	Ppp1r10;Cat53
MGI:1289274	Krr1	7.810000000000001	61.24	Krr1;Hrb2
MGI:1289282	Zfp622	7.86	11.8	Znf622;D15Ertd806e;Zfp622
MGI:1289298	Knstrn	12.219999999999999	7.499999999999999	Traf4af1;D2Ertd750e;OTTMUSG00000015636;RP23-172B16.7-004;RP23-172B16.7-005;RP23-172B16.7-002;mCG_6532
MGI:1289301	Ubxn1	13.209999999999999	35.83	Ubxn1;D19Ertd721e;Saks1
MGI:1289308	Tax1bp1	13.600000000000001	14.219999999999997	Tax1bp1
MGI:1289318	Ccdc43	6.29	13.76	Ccdc43;D11Ertd707e
MGI:1289321	Mrpl48	9.54	72.67	Mrpl48;mCG_2852
MGI:1289325	Anapc16	8.779999999999998	9.500000000000002	D10Ertd641e
MGI:1289326	Gpn3	8.039999999999997	15.150000000000004	Gpn3;Atpbd1c;D5Ertd708e
MGI:1289341	Sf3b3	13.149999999999999	58.37999999999999	Sf3b3;Kiaa0017
MGI:1298204	Ppt1	16.060000000000002	15.560000000000004	Ppt1;Ppt;RP23-232N16.2-002
MGI:1298205	Slc7a5	12.550000000000002	29.775036523907072	Slc7a5
MGI:1298227	Mcm6	11.53	60.08000000000003	Mcm6;Mcmd6;Mis5
MGI:1298230	Cnot7	8.159999999999998	67.49	Cnot7;Caf1
MGI:1298373	Rpl9		131.87000000000003	Rpl9
MGI:1298379	Matr3	13.39	79.38000000000002	Matr3
MGI:1298381	Ddt	14.72	146.33000000000007	Ddt
MGI:1298382	Plp2	9.579999999999998	12.52	Plp2
MGI:1298388	Umps	10.670000000000002	72.67	Umps
MGI:1298390	Swap70	7.599999999999998	82.96999999999998	Swap70;Kiaa0640
MGI:1298393	Sh3pxd2a	9.000000000000002	18.28	Sh3pxd2a;Fish;Sh3md1
MGI:1298398	Mcm7	9.3	24.140000000000004	Mcm7;Cdc47;Mcmd7
MGI:1298405	Ap2m1	17.089999999999996	89.35000000000002	Ap2m1;Clapm1;mCG_128452
MGI:1306775	Sucla2	10.699999999999998	125.35000000000004	Sucla2
MGI:1306776	Map1a	20.14	99.77000000000001	Map1a;Mtap1;Mtap1a
MGI:1306778	Map1b	8.959999999999999	121.84000000000002	Mtap1b;Map1b;Mtap5
MGI:1306785	Ugdh	8.069999999999999	42.290000000000006	Ugdh
MGI:1306796	Apaf1	5.990000000000001	31.77	Apaf1
MGI:1306823	Dhx8	5.83	20.350000000000005	Dhx8;RP23-434F13.5-002
MGI:1306824	Suclg2	14.19	308.50000000000006	Suclg2
MGI:1309453	Sart1	18.54	14.63	Sart1;Haf
MGI:1309463	Hspa13	9.41	16.97	Hspa13;Stch
MGI:1309465	Slc12a4	8.990000000000002	10.8	Slc12a4;Kcc1;Slc12a6;Kcc3;RP23-208E23.1-003;RP23-208E23.1-004;mCG_20782
MGI:1309466	Gstm5	18.28	219.35999999999996	Gstm5;Fsc2;Gstm3
MGI:1309478	Baz1a		21.689999999999998	Baz1a;Cbp146
MGI:1309480	Rtf1	8.09	28.48999999999999	Rtf1;RP23-22A15.9-001
MGI:1309481	Trip12	12.770000000000001	25.900984537271942	Trip12
MGI:1309489	Cask	17.33	132.27999999999994	Cask
MGI:1309515	Gsta4	17.630000000000003	401.8199999999999	Gsta4;Gsta
MGI:1309526	Rps17		117.36999999999998	Rps17
MGI:1309528	Ppp1r12a	4.96	69.15	Ppp1r12a;Mypt1
MGI:1309992	Cbr3	8.15	203.44999999999996	Cbr3;mCG_22192
MGI:1312921	Casp6	8.44	361.83999999999986	Casp6
MGI:1312985	Tagln2	13.149999999999999	46.260000000000005	Tagln2;Kiaa0120
MGI:1313136	Clip2	9.55	48.81999999999999	Clip2;Cyln2;Kiaa0291;mKIAA0291
MGI:1313261	Sptbn2		58.360000000000014	Spnb3
MGI:1313266	Alcam	26.879999999999992	23.46	Alcam
MGI:1313271	Stk16	12.130000000000003	37.82000000000001	Stk16;Edpk;Krct;Mpsk1;Pkl12;Tsf1
MGI:1313274	Usp9y		103.84000000000003	Usp9y
MGI:1313277	Vamp2	5.43	30.639999999999997	Vamp2;RP23-26L6.8-002;Syb2
MGI:1313286	Eif2b3	7.3100000000000005	94.47999999999998	Eif2b3;RP23-59L24.1-002
MGI:1313288	Incenp	8.050000000000002	5.14	Incenp
MGI:1313291	Vezf1	6.700000000000001	15.419999999999996	Vezf1;RP23-199A2.1-001;RP23-199A2.1-002
MGI:1314653	Afdn	11.889999999999999	55.150000000000006	Mllt4;Af6
MGI:1314881	Chaf1b	8.49	17.56	Chaf1b
MGI:1315195	Emg1	8.12	55.18999999999998	Emg1;C2f;Grcc2f
MGI:1315196	Timm10b	11.950000000000001	19.600000000000005	Fxc1;Tim9b;Timm9b
MGI:1315197	Hk2	4.31	53.64	Hk2
MGI:1315201	Grcc10	12.819999999999999	13.569999999999997	Grcc10;C10
MGI:1315205	Slit2	19.07	21.949999999999996	Slit2
MGI:1316648	Ahnak	8.51	58.82000000000001	Ahnak
MGI:1316678	Rad1	4.18	41.04999999999999	Rad1;Rec1
MGI:1316687	Nap1l4	10.859999999999998	48.47	Nap1l4;mCG_129001
MGI:1316706	Nfs1	13.099999999999998	75.48000000000003	Nfs1;Nifs
MGI:1316708	Ifrd2	9.03	14.84	Ifrd2
MGI:1316715	Cox7a2	14.920000000000002	84.68	Cox7a2;Cox7a3;Cox7al
MGI:1316717	Ifrd1	5.59	6.250000000000001	Ifrd1;Tis7;mCG_5061
MGI:1316728	Gspt1	20.680000000000003	69.82000000000001	Gspt1;Erf3a
MGI:1321133	Hint1	13.76	191.18999999999997	Hint1;Hint;Pkci;Pkci1;Prkcnh1
MGI:1321159	Ppp2ca	8.959999999999999	42.400000000000006	Ppp2ca
MGI:1321389	Vamp3	9.439999999999998	33.35000000000001	Vamp3;Syb3
MGI:1321393	Timeless	7.710000000000001	21.19	Timeless;Tim1;Timeless1
MGI:1328306	Orc2	8.340000000000002	34.32999999999999	Orc2l;Orc2
MGI:1328310	Zc3h7b	20.58	25.370000000000005	Zc3h7b
MGI:1328313	Chkb	4.550000000000001	181.25999999999996	Chkb;Chetk;Chkl
MGI:1328317	Trex1	5.35	62.95999999999999	Trex1
MGI:1328324	Syngr2	12.35	126.60000000000004	Syngr2;RP23-151N19.7-003;mCG_19308
MGI:1328337	Orc1	3.35	22.629999999999995	Orc1l;RP23-406B13.5-001;Orc1
MGI:1328357	Unc119	8.24	19.379999999999995	Unc119;Unc119h;RP23-185A18.16-006;RP23-185A18.16-002
MGI:1328363	Ccnt1	1.74	21.59	Ccnt1
MGI:1328366	Smarcb1	11.139999999999999	22.52	Smarcb1;Ini1;Snf5l1
MGI:1328368	Cdk9	7.519999999999998	32.96	Cdk9
MGI:1329014	Stam	5.690000000000001	49.75000000000001	Stam;Stam1;RP23-211O3.1-002
MGI:1329016	Sel1l	16.46	21.89	Sel1l;Sel1h
MGI:1329037	Strap	14.799999999999997	54.14000000000001	Strap;Unrip
MGI:1329041	Rngtt	9.35	55.150000000000006	Rngtt;Cap1a
MGI:1329045	Tulp3	7.510000000000001	17.149999999999995	Tulp3
MGI:1330239	Dpm1	12.049999999999999	119.58	Dpm1;RP23-391M18.1-002
MGI:1330262	Zpr1	9.260000000000002	66.94000000000003	Znf259;Zfp259;Zpr1
MGI:1330276	Cops2	8.59	75.56000000000002	Cops2;Csn2;Trip15;RP23-368I1.3-003
MGI:1330281	Cd2ap	9.2	61.17999999999997	Cd2ap;Mets1
MGI:1330282	S100a4	15.889999999999999	146.19	S100a4;Capl;Mts1
MGI:1330294	Hnrnpab	13.0	83.14999999999999	Hnrnpab;Cbf-a;Cgbfa;Hnrpab;RP23-79E13.1-003;mCG_6983;RP23-79E13.1-002
MGI:1330304	Vps52	11.7	82.60000000000002	Vps52
MGI:1330312	Magoh	8.15	125.32999999999998	Magoh;Magoh-rs1
MGI:1330587	Papss1	17.68	54.800000000000004	Papss1;Asapk;Atpsk1;Papss
MGI:1330805	Rab33b	3.3199999999999994	27.38	Rab33b
MGI:1330808	Hsd17b7	6.22	35.959999999999994	Hsd17b7
MGI:1330812	Acox1	10.839999999999998	14.96	Acox1;RP23-42F6.11-002;mCG_6832;Acox;Paox;RP23-42F6.11-003
MGI:1330839	Lin7c	5.39	27.649999999999995	Lin7c;Mals3;Veli3
MGI:1330861	Dclk1	13.340000000000003	27.810000000000006	Dclk1;Dcamkl1;Dclk;Dcl;mCG_126612
MGI:1332234	Zfp148	6.03	28.910000000000004	Znf148;Zbp89;Zfp148
MGI:1332235	Nrf1	5.21	24.999999999999996	Nrf1
MGI:1332247	Slc33a1	6.96	189.87999999999997	Slc33a1;Acatn
MGI:1332635	Mrpl40	8.65	52.92	Mrpl40;Nlvcf
MGI:1332637	Arhgap5	5.539999999999999	40.480000000000004	Arhgap5;mCG_14971;Rhogap5
MGI:1332638	Wiz	6.9	78.93	Wiz
MGI:1333112	Ran	15.900000000000004	90.65000000000003	Ran;Rasl2-8
MGI:1333745	Snapin	6.78	41.73	Snapin;Snap25bp;Snapap
MGI:1333752	Hdac6	11.1	83.30999999999999	Hdac6;RP23-198C2.1-003
MGI:1333753	Pdcd6ip	20.74	37.16	Pdcd6ip;RP24-159F5.1-002;Aip1;Alix;RP24-159F5.1-001;mCG_14774
MGI:1333754	Agfg1	9.699999999999998	74.73000000000002	Agfg1;Hrb;Rip
MGI:1333757	Strn	6.599999999999999	100.47999999999998	Strn
MGI:1333763	Epn1	12.290000000000001	63.94000000000002	Epn1
MGI:1333766	Epn2	5.44	38.87	Epn2;RP23-155J3.7-006;RP23-155J3.7-005
MGI:1333780	Rps19	10.22	150.61999999999998	Rps19
MGI:1333782	Pld3	29.650000000000002	10.909999999999998	Pld3;Sam9
MGI:1333783	Ccs	6.260000000000001	17.069999999999997	Ccs;Ccsd
MGI:1333787	Inppl1	10.009999999999998	41.88999999999999	Inppl1;Ship2
MGI:1333794	Mrpl22	7.400000000000001	40.86999999999999	Mrpl22
MGI:1333795	Srp72	11.150000000000002	160.89000000000004	Srp72
MGI:1333799	Xrcc4	9.14	31.699999999999996	Xrcc4
MGI:1333801	Mrpl10	7.749999999999999	95.54999999999998	Mrpl10;RP23-428N4.6-002
MGI:1333803	Top3b	8.109999999999998	24.98	Top3b;Top3b1
MGI:1333804	Vbp1	8.370000000000001	70.43000000000002	Vbp1;Pfdn3;RP23-252K7.8-002
MGI:1333805	Srsf10	4.48	67.97147563500444	Fusip1;Nssr;RP23-161N17.2-004
MGI:1333806	Cox17	9.92	25.160000000000004	Cox17;Cox17a
MGI:1333812	Mbd3	12.020000000000001	32.99	Mbd3
MGI:1333813	Mbd2	11.1	115.82999999999996	Mbd2
MGI:1333816	Mrpl41	13.639999999999999	125.39000000000004	Mrpl41
MGI:1333818	Rps7	15.689999999999996	146.20000000000005	Rps7
MGI:1333820	Mrpl30	11.02	60.69000000000001	Mrpl30
MGI:1333830	Mrps26	8.169999999999998	95.11000000000001	Mrps26
MGI:1333855	Atox1	12.51	106.25000000000001	Atox1
MGI:1333863	Pde3b		13.569999999999997	Pde3b
MGI:1333864	Mrpl14	11.690000000000001	24.63	Mrpl14
MGI:1333870	Ate1	7.9799999999999995	61.580000000000005	Ate1;Ate1-4
MGI:1333871	Hsd17b10	15.089999999999998	601.2499999999999	Hsd17b10;Hadh2;Hsd17b10/Schad;RP23-419G22.2-001;RP23-419G22.2-003;Erab
MGI:1333873	Cog1	10.809999999999999	17.770000000000003	Cog1;Ldlb;RP23-407I21.1-002;RP23-407I21.1-008;RP23-407I21.1-006
MGI:1333875	Babam2	13.9	99.10000000000001	Bre
MGI:1333879	Ap3b1	22.069999999999997	73.76	Ap3b1
MGI:1333883	Lats1	4.02	43.519999999999996	Lats1;Warts
MGI:1333889	Bub1b	12.700000000000001	5.83	Bub1b;Mad3l;RP23-204G5.1-001
MGI:1334417	Grpel1	17.32	40.81	Grpel1
MGI:1334433	Pi4kb	7.33	26.520000000000003	Pi4kb;Pik4cb
MGI:1334446	Rbpms		13.860000000000001	Rbpms;Hermes
MGI:1334458	Pex19	13.419999999999998	19.529999999999998	Pex19;Pxf
MGI:1334459	Uap1	6.08	53.32000000000001	Uap1
MGI:1334460	Bop1	17.29	17.939999999999998	Bop1;Kiaa0124
MGI:1334462	Copa	18.029999999999998	110.74999999999999	Copa
MGI:1335087	Fem1b	3.73	6.12	Fem1b;F1aa;Kiaa0396
MGI:1335090	Supt4b	9.630000000000003	33.980000000000004	Supt4h1;Spt4h;Supt4h;Supt4h2
MGI:1335091	Zbtb7a	4.39	53.260000000000005	Zbtb7a;Lrf;Zbtb7
MGI:1335094	Septin7	11.000000000000002	74.99999999999997	Sept7;Cdc10
MGI:1335107	Cyth3	6.2299999999999995	13.739999999999998	Cyth3;Grp1;Pscd3
MGI:1336155	Lss	12.51	202.71	Lss
MGI:1336167	Prkab1	5.18	54.21	Prkab1
MGI:1336169	Gng10	12.45	6.9	Gng10
MGI:1336171	Gng12	13.530000000000003	34.650000000000006	Gng12
MGI:1336172	Tbl1x	7.869999999999999	61.50000000000002	Tbl1x;Tbl1
MGI:1336199	Ppp1r13b	5.9	23.26	Ppp1r13b;Aspp1
MGI:1336200	Hpca	7.9799999999999995	119.83000000000006	Hpcal1;Hpca;RP23-284L6.3-003
MGI:1336201	Sumo3	14.569999999999999	23.230000000000004	Sumo3;Smt3h1
MGI:1336214	Khsrp	9.169999999999998	64.09444827752247	Khsrp;Fubp2
MGI:1336879	Fkbp7	11.78	51.42000000000001	Fkbp7;Fkbp23
MGI:1336880	Eftud2	18.960000000000004	53.940000000000005	Eftud2;RP23-463E7.2-002;mCG_49887;Snrp116
MGI:1336882	Vamp8	15.26	15.419999999999996	Vamp8
MGI:1336894	Mocs2	13.288829895818518	19.944884055817422	Mocs2
MGI:1336997	Lancl1	21.219999999999995	119.95	Lancl1;AC133187.1-001;mCG_121566;Gpr69a;AC133187.1-004
MGI:1337008	Ankfy1	12.2	86.68999999999998	Ankfy1;RP23-327G1.1-005;Ankhzn;Kiaa1255
MGI:1337026	Sdcbp	12.949999999999998	9.35	Sdcbp;RP23-89L15.4-002;mCG_4375;RP23-89L15.4-005;RP23-89L15.4-003
MGI:1337056	Trim26	6.800000000000001	15.529999999999998	Trim26;RP23-77N9.1-001;mCG_23226;Znf173;RP23-77N9.1-005;RP23-77N9.1-009
MGI:1337062	Ap3s1		113.36	Ap3s1
MGI:1337080	Ncor2	12.329999999999998	15.009999999999998	Ncor2;Smrt
MGI:1337100	Wdr1	12.339999999999998	63.03	Wdr1
MGI:1337124	Cmas	11.039999999999997	55.41999999999999	Cmas
MGI:1337130	Ap4b1	6.379999999999999	11.889999999999999	Ap4b1;AC124698.4-001;AC124698.4-002;AC124698.4-003
MGI:1337995	Klhl22	7.900000000000002	13.33	Klhl22;Kelchl
MGI:1338011	Auh	6.47	43.220000000000006	Auh
MGI:1338034	Phf2	8.449999999999998	26.27	Phf2
MGI:1338037	Rbm6	6.21	19.68	Rbm6;def-3
MGI:1338041	Tfg	9.15	192.60000000000002	Tfg;RP23-178N11.4-003;RP23-178N11.4-005;mCG_130891;RP23-178N11.4-004;RP23-178N11.4-002;RP23-178N11.4-006
MGI:1338046	Mrps33		80.41999999999997	Mrps33;Gdap3
MGI:1338068	Pdpk1	6.370000000000001	27.479999999999997	Pdpk1;Pdk1
MGI:1338069	Itsn1	33.85	36.94	Itsn1;Ese1;Itsn
MGI:1338758	Adnp	4.27	21.570000000000004	Adnp
MGI:1338759	Sec22b	8.289999999999997	140.41	Sec22b;Sec22l1
MGI:1338762	Fhl2	4.62	32.97999999999999	Fhl2
MGI:1338779	Purb	3.04	157.77	Purb
MGI:1338798	S100a11	10.359999999999998	102.72	S100a11;S100c
MGI:1338799	Gtf2h4	11.7	30.189999999999994	Gtf2h4
MGI:1338800	Bpnt1	9.819999999999999	123.67	Bpnt1
MGI:1338801	Cyfip1	18.71	43.25999999999999	Cyfip1;Kiaa0068;Shyc;Sra1
MGI:1338802	Shcbp1	6.920000000000001	28.9	Shcbp1;Pal
MGI:1338822	Celf2	10.869999999999997	16.069999999999997	Cugbp2;Celf2;Napor;RP23-124P7.1-008;RP23-124P7.1-009
MGI:1338829	Pex16	8.32	59.15999999999999	Pex16
MGI:1338850	Mthfd2	7.080000000000001	16.91	Mthfd2;Nmdmc
MGI:1338864	Stau1	10.509999999999998	16.09	Stau1;RP23-19L12.1-003
MGI:1338882	Pex11b	7.440000000000001	92.19999999999999	Pex11b
MGI:1338889	Uhrf1	8.449999999999998	5.19	Uhrf1;Np95
MGI:1339467	S100a6	18.46	93.17999999999998	S100a6;Cacy
MGI:1339468	S100a10	10.69	63.24000000000001	S100a10;Cal1l
MGI:1339639	Ogt	5.29	112.41698715051922	Ogt
MGI:1339656	Pak3	3.53	107.29000000000003	Pak3;RP23-45O6.1-009;Pak-3;Pakb;Stk4
MGI:1339795	Smc3	9.3	52.32	Smc3;Bam;Bmh;Cspg6;Mmip1;Smc3l1;Smcd
MGI:1339939	Rpa2	5.33	58.95999999999998	Rpa2;Rpa34;RP23-442A20.4-001;mCG_16266
MGI:1339951	Cse1l	11.130000000000003	104.54000000000005	Cse1l;Xpo2
MGI:1339968	Cth	6.11	149.01999999999998	Cth
MGI:1339970	Rtn3	19.27	117.44000000000004	Rtn3
MGI:1339973	Ilf3	8.13	239.15	Ilf3
MGI:1339975	Pak1	12.409999999999998	61.7	Pak1;Paka
MGI:1339984	Pak2	9.610000000000001	60.680000000000014	Pak2
MGI:1339986	Mettl1	5.09	38.24000000000001	Mettl1
MGI:1340045	Zfp207	7.839999999999998	36.16	Zfp207;ZNF207;RP23-252E4.3-001;mCG_19062;RP23-252E4.3-002;RP23-252E4.3-005
MGI:1340806	Parp1	18.35	68.35763600359509	Parp1
MGI:1341044	Alyref	8.26	54.34	Thoc4;Aly;Ref1;Refbp1;Refbp2;Ref2
MGI:1341070	Fkbp8	17.03	23.609999999999996	Fkbp8;Fkbp38;Sam11
MGI:1341092	Fhl3	5.18	61.89999999999999	Fhl3;RP23-230F2.4-001;RP23-230F2.4-002
MGI:1341112	Parp2	5.700000000000001	11.269999999999998	Parp2;Adprt2;Adprtl2;Aspartl2
MGI:1341200	Pwp2	7.510000000000001	45.49000000000001	Pwp2;Pwp2h
MGI:1341217	Uba3	6.4799999999999995	81.36999999999998	Uba3;Ube1c
MGI:1341264	Tpbg	7.04	7.160000000000001	Tpbg;5t4
MGI:1341265	Camk2d	8.789999999999997	322.48	Camk2d;Kiaa4163
MGI:1341724	Ggps1	4.1	2728.6499999999996	Ggps1;mCG_18833
MGI:1341788	Pdcd11	13.470000000000002	55.16	Pdcd11;Alg4;Kiaa0185
MGI:1341799	Ndrg1	7.619999999999999	102.28000000000003	Ndrg1;Ndr1;Ndrl;Tdd5
MGI:1341822	Eif4h	14.769999999999998	15.244487528283788	Eif4h;Wbscr1
MGI:1341833	Prl2c3		0.5	Prl2c2;Mrp1;Plf;Plf1;Prl2c4;Mrp3;Mrpplf3;Plf3;Prl2c3;Mrp2;Plf2;mrp/plf
MGI:1341850	Rb1cc1	9.009999999999998	8.8	Rb1cc1;Cc1;Kiaa0203;mKIAA0203
MGI:1341857	Mad1l1	16.66	14.489999999999998	Mad1l1;Mad1
MGI:1341859	Gstz1	8.55	102.22999999999996	Gstz1;Maai
MGI:1341868	Rfc2	7.880000000000002	59.719999999999985	Rfc2
MGI:1341872	Tjp2	10.009999999999998	55.45999999999999	Tjp2;Zo2
MGI:1341878	Ehd1	12.54	53.53999999999999	Ehd1;Past1
MGI:1341890	Zfr	12.819999999999999	24.029999999999998	Zfr
MGI:1342005	Mthfd1	16.66	115.38999999999996	Mthfd1
MGI:1342248	Slc25a17	7.900000000000002	160.06000000000003	Slc25a17;Pmp34;Pmp35
MGI:1342273	Gsto1	11.950000000000001	169.38	Gsto1;Gstx;Gtsttl
MGI:1342283	Slc12a7	10.869999999999997	41.53999999999999	Slc12a7;Kcc4
MGI:1342286	Flii	17.160000000000004	117.94999999999996	Flii;Fli1;Fliih
MGI:1342290	Rps6ka2	11.680000000000001	64.13999999999999	Rps6ka2;Rsk3
MGI:1342292	Hspa4	19.07	130.94999999999996	Hspa4;Apg2;Hsp110
MGI:1342295	Celf1	7.400000000000001	42.18000000000001	Cugbp1;Brunol2;Celf1;Cugbp
MGI:1342299	Ruvbl2	10.869999999999997	179.44000000000008	Ruvbl2
MGI:1342307	Drg2	9.439999999999998	38.15	Drg2
MGI:1342335	Asap1		65.12999999999998	Asap1;Ddef1;Kiaa1249;Shag1
MGI:1342770	Lrrfip1	8.839739815175557	94.64049873072315	Lrrfip1;Flap
MGI:1343044	Rbmx	6.2700000000000005	106.19000000000003	Rbmx;RP23-372E6.2-002;mCG_17339;RP23-372E6.2-004
MGI:1343045	Rbmxl1	5.04	167.16000000000003	Rbmxrt;Rbmx;Hnrnpg;Hnrpg;Rbmxp1
MGI:1343054	Cstf2	11.830000000000002	42.10999999999999	Cstf2;RP23-182N4.2-004;RP23-182N4.2-002
MGI:1343091	Hdac3	11.369999999999997	67.53	Hdac3
MGI:1343092	Scrn2	10.989999999999998	94.82000000000002	Scrn2;RP23-428N4.3-003
MGI:1343095	Emc8	17.68	78.81000000000002	Cox4nb;Cox4al;Noc4
MGI:1343103	Ndufa2	14.399999999999999	27.51	Ndufa2
MGI:1343104	Bet1	6.580000000000001	47.440000000000005	Bet1
MGI:1343131	Timm17a	6.65	12.44	Timm17a;Tim17a
MGI:1343133	Slc35b1	11.410000000000002	18.060000000000002	Slc35b1;Ugalt2
MGI:1343135	Ndufs4	21.389999999999997	21.619999999999997	Ndufs4
MGI:1343142	Arpc1b	15.289999999999997	65.85000000000001	Arpc1b;mCG_126730
MGI:1343154	Dctn6	6.86	126.28000000000002	Dctn6;Ws3
MGI:1343160	Ube2z	11.680000000000001	44.82	Ube2z;D11Moh35
MGI:1343161	Snf8	8.9	104.43000000000004	Snf8;D11Moh34;RP23-235J5.2-005
MGI:1343176	Timm17b	20.750000000000004	105.82999999999996	Timm17b;RP23-198C2.2-002;Tim17b
MGI:1343188	Ube2g2	8.12	15.71	Ube2g2
MGI:1343262	Timm44	6.84	174.77	Timm44;Mimt44;Tim44
MGI:1343297	Drg1	8.570000000000002	46.790000000000006	Drg1;Drg;Nedd-3;Nedd3
MGI:1343458	Trip6	9.77	13.619999999999997	Trip6;Zrp1
MGI:1343460	Gnpat	12.01	57.17999999999998	Gnpat;Dhapat
MGI:1343463	Bub3	10.27	27.199999999999992	Bub3
MGI:1343485	Commd8	11.12	31.309999999999995	Commd8
MGI:1343489	Mpdz	18.48	13.220000000000002	Mpdz;Mupp1
MGI:1343877	Rpl10a		186.74	Rpl10a
MGI:1343961	Msh6	7.160000000000001	34.73	Msh6;Gtmbp
MGI:1344345	Smc1a	18.35	48.84	Smc1a;Sb1.8;Smc1;Smc1l1;Smcb
MGI:1344347	Synj2bp	17.89	63.65999999999998	Synj2bp;Arip2;Omp25
MGI:1344352	Dido1	4.94	20.319999999999997	Dido1;Datf1;Dio1
MGI:1344353	Katna1	6.14	36.74	Katna1
MGI:1344361	Arih2	11.09	51.00999999999999	Arih2;Ari2;Triad1;Uip48
MGI:1344363	Arih1	10.72	72.06	Arih1;Ari;Ubch7bp;Uip77
MGI:1344370	Ndufc2	13.5	28.050000000000008	Ndufc2
MGI:1344373	Ubl3	7.930000000000001	4.83	Ubl3;HCG-1
MGI:1344375	Prkra	8.839999999999998	98.91	Prkra;Rax
MGI:1344380	Chd4	16.640000000000004	40.77	Chd4;mKIAA4075
MGI:1344381	Dnajb6	7.4799999999999995	9.330000000000002	Dnajb6;Hsj2;Mrj
MGI:1344382	Creg1	17.239999999999995	164.05999999999995	Creg1;Creg
MGI:1344385	Med24	12.35	82.00000000000001	Med24;D11Ertd307e;Thrap4;Trap100
MGI:1344387	Faim	7.91	43.15	Faim;Faim1
MGI:1344388	Natd1	8.730000000000002	19.07	Gtlf3b
MGI:1344395	Chd3	18.610000000000003	43.169999999999995	Chd3;RP23-26L6.13-001;RP23-26L6.13-004
MGI:1344403	Cfdp1	9.42	19.540000000000003	Cfdp1;Bcnt;Cfdp;Cp27
MGI:1344408	Pebp1	17.259999999999998	324.8500000000001	Pebp1;Pbp;Pebp
MGI:1344413	Tex10	6.03	84.77000000000002	Tex10;RP23-178D3.2-003;mCG_2303
MGI:1344414	Sra1	9.939999999999998	34.46999999999999	Sra1
MGI:1344416	Ash2l	12.51	44.63	Ash2l
MGI:1344426	Esyt1	21.450000000000003	223.60999999999996	Fam62a;Esyt1;Mbc2
MGI:1344588	Lypla1	15.549999999999999	58.570000000000014	Lypla1;Apt1;Pla1a
MGI:1345142	Ik	14.290000000000001	10.25	Ik;Red;Rer
MGI:1345153	Pacsin2	14.030000000000001	48.81999999999999	Pacsin2
MGI:1345186	Blmh	10.420000000000002	243.75	Blmh
MGI:1345192	Psmd13	16.8	120.33999999999996	Psmd13
MGI:1345283	Slc25a1	18.74	216.8100000000001	Slc25a1
MGI:1345633	Mars1	16.229999999999997	77.46	Mars
MGI:1345634	Amfr	14.730000000000002	6.11	Amfr
MGI:1345635	Pcbp1	6.379999999999999	43.93	Pcbp1
MGI:1345669	Gtf2h2	11.070000000000002	60.58999999999998	Gtf2h2;Btf2p44
MGI:1345963	Coro1b	12.87	198.73000000000002	Coro1b
MGI:1345964	Coro1c	11.690000000000001	73.01999999999997	Coro1c
MGI:1346006	Ptpa	18.45	107.33000000000001	Ppp2r4;Ptpa;RP23-399D3.1-002;RP23-399D3.1-003
MGI:1346017	Clpx	8.419999999999998	34.29999999999999	Clpx
MGI:1346023	Tlk2	6.039999999999999	14.87	Tlk2;RP23-456M3.2-006;RP23-456M3.2-009
MGI:1346035	Farsb	10.5	327.85546266609634	Farsb;Farsl;Farslb;Frsb
MGI:1346036	Pin1	24.359999999999996	65.29999999999998	Pin1
MGI:1346040	Mpdu1	8.690000000000001	44.529999999999994	Mpdu1;Supl15h;RP23-422L16.8-003;RP23-422L16.8-002
MGI:1346049	Hs2st1	16.069999999999997	42.080000000000005	Hs2st1;Hs2st
MGI:1346051	Dut	12.859999999999998	25.74	Dut;RP23-216B20.3-002;mCG_6136
MGI:1346060	Tlr2	4.3	16.05	Tlr2
MGI:1346064	Eci2	11.269999999999998	336.1300000000001	Peci
MGI:1346072	Psmf1	13.509999999999996	18.94	Psmf1
MGI:1346074	Fxr2	6.6899999999999995	53.637583838200605	Fxr2;Fxr2h
