gene,species,match,matched_symbol,ortholog,mrna_half_life_h,mrna_source,mrna_neighbors,protein_half_life_h,protein_source,protein_neighbors,d0,d1,d0_assigned,d1_assigned
Cenpm,mouse,symbol,Cenpm,CENPM,10.359256193336368,estimated:ortholog+family+function,"ortholog: CENPM (human) | family: Minor histocompatibility antigens: Arhgdib,Ssr1,Pum3,Ly75,Swap70,Pdcd11,Mthfd1,Ddx3y | function: Gpatch11 (0.57), Nup37 (0.33), Cenpk (0.31), Nup43 (0.29), Ppp1r7 (0.28), Orc2 (0.27), Nsl1 (0.27), Fbxo28 (0.26)",33.277915129069065,estimated:family+function,"family: Minor histocompatibility antigens: Arhgdib,Ssr1,Pum3,Ly75,Swap70,Usp9y,Pdcd11,Mthfd1 | function: Gpatch11 (0.57), Nup37 (0.33), Cenpk (0.31), Nup43 (0.29), Ppp1r7 (0.28), Orc2 (0.27), Nsl1 (0.27), Fbxo28 (0.26)",0.06691090244546852,0.02082904466435352,0.5966858407282591,0.053569347571145565
Chchd10,mouse,symbol,Chchd10,CHCHD10,14.414739225968848,estimated:ortholog+family+function,"ortholog: CHCHD10 (human) | family: Coiled-coil-helix-coiled-coil-helix domain containing proteins: Chchd3,Chchd6,Chchd1,Chchd4 | function: Apool (0.75), Micos10 (0.75), Micos13 (0.67), Chchd6 (0.67), Chchd3 (0.63), Immt (0.59), Tmem11 (0.55), Timm29 (0.54)",32.95685344819177,estimated:ortholog+paralog_mid+family+function,"ortholog: CHCHD10 (human) | paralog_mid: Chchd2 (54%) | family: Coiled-coil-helix-coiled-coil-helix domain containing proteins: Chchd2,Chchd3,Chchd6,Chchd1,Chchd4 | function: Apool (0.75), Micos10 (0.75), Micos13 (0.67), Chchd6 (0.67), Chchd3 (0.63), Immt (0.59), Apoo (0.58), Tmem11 (0.55)",0.04808600209091589,0.021031958698653493,0.5966858407282591,0.053569347571145565
Cited2,mouse,symbol,Cited2,CITED2,5.088185713906012,estimated:ortholog+function,"ortholog: CITED2 (human) | function: Rbpj (0.22), Smad2 (0.21), Arid1a (0.20), Med1 (0.20), Notch2 (0.19), Smad3 (0.19), Kdm2a (0.18), Smad4 (0.18)",23.475632046119223,estimated:function,"function: Rbpj (0.22), Smad2 (0.21), Arid1a (0.20), Med1 (0.20), Notch2 (0.19), Smad3 (0.19), Kdm2a (0.18), Smad4 (0.18)",0.13622678485684475,0.029526241474488013,0.5966858407282591,0.053569347571145565
Cldn7,mouse,symbol,Cldn7,CLDN7,12.16832422302019,estimated:ortholog+function,"ortholog: CLDN7 (human) | function: Pcdhgc3 (0.24), Tjp1 (0.19), Mien1 (0.19), Tbcd (0.17), Tjap1 (0.16), Mpdz (0.15), Kirrel1 (0.14), Ccdc25 (0.13)",37.80103637000825,estimated:function,"function: Pcdhgc3 (0.24), Tjp1 (0.19), Mien1 (0.19), Eppk1 (0.17), Tbcd (0.17), Tjap1 (0.16), Mpdz (0.15), Kirrel1 (0.14)",0.05696324061193576,0.018336724257377656,0.5966858407282591,0.053569347571145565
Col1a2,mouse,symbol,Col1a2,COL1A2,40.470000000000006,measured,,2.7799999999999994,measured,,0.0171274321858153,0.24933351818703073,0.5966858407282591,0.053569347571145565
Csrp2,mouse,symbol,Csrp2,CSRP2,10.590000000000002,measured,,42.760000000000005,measured,,0.06545299155429132,0.01621017728157028,0.5966858407282591,0.053569347571145565
Ctsl,mouse,symbol,Ctsl,"CTSL,CTSV",18.409999999999997,measured,,1.13,measured,,0.037650580149915555,0.6134045845663233,0.5966858407282591,0.053569347571145565
Cyb5r3,mouse,symbol,Cyb5r3,CYB5R3,19.27,measured,,204.72000000000006,measured,,0.03597027403009576,0.0033858303075417406,0.5966858407282591,0.053569347571145565
Ddit3,mouse,symbol,Ddit3,DDIT3,6.128252710755171,estimated:ortholog+function,"ortholog: DDIT3 (human) | function: Wwtr1 (0.17), Cebpb (0.16), Tbl1xr1 (0.15), Ncoa2 (0.15), Qrich1 (0.15), Hmga1 (0.14), Tfdp1 (0.14), Ncoa3 (0.14)",33.21090879875971,estimated:function,"function: Wwtr1 (0.17), Cebpb (0.16), Tbl1xr1 (0.15), Ncoa2 (0.15), Qrich1 (0.15), Hmga1 (0.14), Tfdp1 (0.14), Ncoa3 (0.14)",0.11310682070004426,0.02087106934531799,0.8095189265525927,0.047269152061364374
Dmrtc2,mouse,symbol,Dmrtc2,DMRTC2,8.782740244642643,estimated:function,"function: Marf1 (0.28), Zfp711 (0.27), Agfg2 (0.23), Strbp (0.22), Agfg1 (0.22), Chtf18 (0.22), Ndc1 (0.22), Psme4 (0.22)",28.661074424538384,estimated:function,"function: Marf1 (0.28), Zfp711 (0.27), Mov10l1 (0.24), Agfg2 (0.23), Strbp (0.22), Agfg1 (0.22), Chtf18 (0.22), H2bc1 (0.22)",0.07892151666249678,0.024184270634547544,0.8095189265525927,0.047269152061364374
Dppa4,mouse,symbol,Dppa4,DPPA4,8.25155159458795,estimated:function,"function: Rbm45 (0.25), Rbbp9 (0.23), Dnajc7 (0.19), Zranb2 (0.19), AI597479 (0.18), Zfp422 (0.18), Utp3 (0.17), Hikeshi (0.17)",31.093536777248907,estimated:function,"function: Rbm45 (0.25), Rbbp9 (0.23), Dnajc7 (0.19), Zranb2 (0.19), AI597479 (0.18), Zfp422 (0.18), Utp3 (0.17), Hikeshi (0.17)",0.08400204162991219,0.022292323498789627,0.8095189265525927,0.047269152061364374
Dppa5a,mouse,symbol,Dppa5a,DPPA5,9.320068737864034,estimated:function,"function: Atxn7l3b (0.53), Rbm12 (0.36), Slc4a1ap (0.31), Lsm12 (0.31), Bzw1 (0.27), Bzw2 (0.27), Mlf2 (0.26), Pum3 (0.26)",35.13843252640986,estimated:function,"function: Atxn7l3b (0.53), Rbm12b1 (0.36), Rbm12 (0.36), Rbm12b2 (0.36), Slc4a1ap (0.31), Lsm12 (0.31), Bzw1 (0.27), Bzw2 (0.27)",0.07437146656911892,0.019726183859766072,0.8095189265525927,0.047269152061364374
Dynll2,mouse,symbol,Dynll2,DYNLL2,11.467346571835572,estimated:ortholog+paralog_high+family+function,"ortholog: DYNLL2 (human) | paralog_high: Dynll1 (93%), BC048507 (85%) | family: Dynein 1 complex subunits: Dync1h1,Dync1li2,Dync1i2,Dynll1,Dynlrb1,Dync1li1 | function: Dynlrb1 (0.25), Dync1i2 (0.22), BC048507 (0.21), Lztfl1 (0.21), Cfap20 (0.20), Rabl2 (0.18), Dync1li2 (0.16), Dctn3 (0.15)",76.12999999999997,measured,,0.06044529797872793,0.009104783666884875,0.8095189265525927,0.047269152061364374
Ecscr,mouse,symbol,Ecscr,ECSCR,10.58159528058209,estimated:function,"function: Sh3d19 (0.30), Gtf2i (0.23), Zyg11b (0.23), Nub1 (0.21), Dda1 (0.21), Ppef1 (0.20), Hspbp1 (0.20), Zmat3 (0.19)",31.575013308377386,estimated:function,"function: Sh3d19 (0.30), Gtf2i (0.23), Zyg11b (0.23), Nub1 (0.21), Dda1 (0.21), Ppef1 (0.20), Hspbp1 (0.20), Zmat3 (0.19)",0.06550497937035214,0.021952395515730205,0.5795329304697341,0.045919579995809215
Egr1,mouse,symbol,Egr1,EGR1,5.5366163500373915,estimated:ortholog+function,"ortholog: EGR1 (human) | function: Nr3c1 (0.19), Hmga1 (0.18), Hdac4 (0.18), Creb1 (0.17), Kmt2a (0.17), Rela (0.17), Ncoa2 (0.16), Cebpb (0.16)",34.113768162890324,estimated:function,"function: Nr3c1 (0.19), Hmga1 (0.18), Hdac4 (0.18), Creb1 (0.17), Kmt2a (0.17), Rela (0.17), Ncoa2 (0.16), Cebpb (0.16)",0.12519328353955103,0.02031869294679576,0.5795329304697341,0.045919579995809215
Elf3,mouse,symbol,Elf3,ELF3,5.219622101405169,estimated:ortholog+family+function,"ortholog: ELF3 (human) | family: ETS transcription factor family: Etv6,Gabpa | function: Nfic (0.53), Nkrf (0.50), Gabpa (0.46), Zfp148 (0.44), Ubp1 (0.43), Maff (0.41), Nacc1 (0.41), Etv6 (0.41)",21.85582784492541,estimated:family+function,"family: ETS transcription factor family: Etv6,Elf2,Gabpa | function: Nfic (0.53), Nkrf (0.50), Gabpa (0.46), Zfp148 (0.44), Elf2 (0.44), Ubp1 (0.43), Maff (0.41), Nacc1 (0.41)",0.1327964299126835,0.03171452417533951,0.5795329304697341,0.045919579995809215
Epcam,mouse,symbol,Epcam,EPCAM,13.055744274323134,estimated:ortholog+function,"ortholog: EPCAM (human) | function: Lmo7 (0.22), Amotl2 (0.19), Ptms (0.18), Aamdc (0.17), Qrich1 (0.17), Tjp1 (0.17), Plac8 (0.17), Niban2 (0.16)",37.72932653203759,estimated:function,"function: Lmo7 (0.22), Amotl2 (0.19), Ptms (0.18), Aamdc (0.17), Qrich1 (0.17), Tjp1 (0.17), Plac8 (0.17), Niban2 (0.16)",0.053091357029959985,0.01837157575477432,0.5795329304697341,0.045919579995809215
Erdr1,mouse,synonym,Erdr1x,,9.92,global_median,,47.91,global_median,,0.06987370771773642,0.01446769318639001,0.5795329304697341,0.045919579995809215
Ereg,mouse,symbol,Ereg,EREG,5.904807609623292,estimated:ortholog+function,"ortholog: EREG (human) | function: Lsm14b (0.20), Hmgb2 (0.17), Tut4 (0.17), Phip (0.16), Zfp830 (0.15), Map2k2 (0.15), Akirin2 (0.15), Phb1 (0.15)",34.24449934877207,estimated:function,"function: Lsm14b (0.20), Hmgb2 (0.17), Tut4 (0.17), Phip (0.16), Zfp830 (0.15), Map2k2 (0.15), Akirin2 (0.15), Phb1 (0.15)",0.1173869203511892,0.020241124669407674,0.5795329304697341,0.045919579995809215
Esrrb,mouse,symbol,Esrrb,ESRRB,6.547683951399359,estimated:ortholog+paralog_low+function,"ortholog: ESRRB (human) | paralog_low: Nr3c1 (23%) | function: Ncoa3 (0.24), Gabpa (0.23), Junb (0.21), Ctr9 (0.20), Kdm3a (0.19), Wbp2 (0.19), Nr2f1 (0.19), Tead3 (0.19)",106.99410068942028,estimated:ortholog+paralog_low+function,"ortholog: ESRRB (human) | paralog_low: Nr3c1 (23%) | function: Ncoa3 (0.24), Gabpa (0.23), Junb (0.21), Ctr9 (0.20), Kdm3a (0.19), Wbp2 (0.19), Nr2f1 (0.19), Tead3 (0.19)",0.10586142912591362,0.006478368209963231,0.5795329304697341,0.045919579995809215
Fabp3,mouse,symbol,Fabp3,FABP3,20.572580298758353,estimated:paralog_mid+family+function,"paralog_mid: Fabp5 (45%), Rbp1 (37%) | family: Fatty acid binding protein family: Fabp5,Rbp1 | function: Acsl5 (0.22), Fabp5 (0.20), Acsl3 (0.19), Abcd3 (0.16), Slc27a1 (0.16), Rbp1 (0.16), Pitpnm1 (0.15), Slc27a4 (0.15)",22.749699728916813,estimated:ortholog+paralog_mid+family+function,"ortholog: FABP3 (human) | paralog_mid: Fabp5 (45%), Rbp1 (37%) | family: Fatty acid binding protein family: Fabp5,Rbp1 | function: Acsl5 (0.22), Fabp5 (0.20), Abcb11 (0.20), Acsl3 (0.19), Abcd3 (0.16), Slc27a1 (0.16), Rbp1 (0.16), Pitpnm1 (0.15)",0.0336927682621212,0.030468410080986517,0.8327029520575331,0.05179573837663112
Fam162a,mouse,symbol,Fam162a,FAM162A,15.050000000000004,measured,,126.30999999999996,measured,,0.04605629106710599,0.00548766669748987,0.8327029520575331,0.05179573837663112
Fam20c,mouse,symbol,Fam20c,FAM20C,7.5619190012123285,estimated:ortholog+function,"ortholog: FAM20C (human) | function: Lrrk1 (0.21), Sik3 (0.17), Melk (0.17), Bmp2k (0.16), Clk1 (0.16), Vrk2 (0.15), Clk3 (0.15), Stk24 (0.14)",26.654354012413734,estimated:ortholog+function,"ortholog: FAM20C (human) | function: Lrrk1 (0.21), Sik3 (0.17), Melk (0.17), Bmp2k (0.16), Clk1 (0.16), Vrk2 (0.15), Clk3 (0.15), Stk24 (0.14)",0.09166286764627071,0.026005026429720482,0.8327029520575331,0.05179573837663112
Fmr1nb,mouse,symbol,Fmr1nb,FMR1NB,8.42850815211394,estimated:function,"function: Ankrd46 (1.00), Lrrc57 (1.00), Ccdc167 (1.00), 2510039O18Rik (1.00), 9530068E07Rik (1.00), Tmem19 (1.00), Smim12 (1.00), Manbal (1.00)",32.48361123789194,estimated:function,"function: Ankrd46 (1.00), Lrrc57 (1.00), Ccdc167 (1.00), 2510039O18Rik (1.00), 9530068E07Rik (1.00), Tmem19 (1.00), Smim12 (1.00), Manbal (1.00)",0.08223841847813818,0.02133836584497087,0.8327029520575331,0.05179573837663112
Fos,mouse,symbol,Fos,FOS,5.218321015719408,estimated:ortholog+function,"ortholog: FOS (human) | function: Creb1 (0.24), Junb (0.20), Cebpb (0.19), Rela (0.17), Stat6 (0.16), Nr3c1 (0.16), Stat1 (0.16), Nfkb1 (0.16)",26.67203554353819,estimated:function,"function: Creb1 (0.24), Junb (0.20), Cebpb (0.19), Rela (0.17), Stat6 (0.16), Nr3c1 (0.16), Stat1 (0.16), Nfkb1 (0.16)",0.1328295400899913,0.025987787074911627,0.8327029520575331,0.05179573837663112
Gabarap,mouse,symbol,Gabarap,GABARAP,18.48,measured,,4.46,measured,,0.03750796431601435,0.15541416604483077,0.6007416632488232,0.04383562130602721
Gadd45b,mouse,symbol,Gadd45b,GADD45B,5.410906059654911,estimated:ortholog+function,"ortholog: GADD45B (human) | function: Rtraf (0.29), Cep43 (0.29), Zgpat (0.28), Gprc5a (0.28), Zfp622 (0.27), Cdkn2c (0.27), Magi3 (0.25), Stk38 (0.24)",35.47515583286412,estimated:function,"function: Aida (0.32), Rtraf (0.29), Cep43 (0.29), Zgpat (0.28), Gprc5a (0.28), Zfp622 (0.27), Cdkn2c (0.27), Magi3 (0.25)",0.12810186924667324,0.019538946744183574,0.6007416632488232,0.04383562130602721
Gata2,mouse,symbol,Gata2,GATA2,5.240366894659543,estimated:ortholog+family+function,"ortholog: GATA2 (human) | family: GATA zinc finger domain containing: Mta2,Trps1,Mta1,Gatad2a,Gatad2b | function: Prrx1 (0.21), Kdm1a (0.20), Nr2f2 (0.18), Hmox1 (0.17), Rbpj (0.17), Hmgb2 (0.17), Nfib (0.17), Foxp1 (0.17)",15.76058277359428,estimated:family+function,"family: GATA zinc finger domain containing: Mta2,Trps1,Mta1,Gatad2a,Gatad2b | function: Prrx1 (0.21), Kdm1a (0.20), Nr2f2 (0.18), Hmox1 (0.17), Rbpj (0.17), Hmgb2 (0.17), Nfib (0.17), Foxp1 (0.17)",0.13227073494917532,0.04397979380059876,0.6007416632488232,0.04383562130602721
Gata3,mouse,symbol,Gata3,GATA3,6.505358220725123,estimated:ortholog+family+function,"ortholog: GATA3 (human) | family: GATA zinc finger domain containing: Mta2,Trps1,Mta1,Gatad2a,Gatad2b | function: Stat6 (0.18), Smad4 (0.18), Stat5a (0.18), Smad3 (0.17), Foxp1 (0.17), Smarca4 (0.17), Notch2 (0.17), Ctnnb1 (0.16)",26.68317148009186,estimated:family+function,"family: GATA zinc finger domain containing: Mta2,Trps1,Mta1,Gatad2a,Gatad2b | function: Stat6 (0.18), Smad4 (0.18), Stat5a (0.18), Smad3 (0.17), Foxp1 (0.17), Smarca4 (0.17), Notch2 (0.17), Hmgb1 (0.17)",0.10655019401570838,0.02597694134961048,0.6007416632488232,0.04383562130602721
Ggh,mouse,symbol,Ggh,GGH,19.278464353318103,estimated:ortholog+family+function,"ortholog: GGH (human) | family: Glutamine amidotransferase class 1 domain containing: Gatd3a,Ctps1,Cad,Park7,Gatd1,Gmps,Pfas | function: Dpp7 (0.17), Arsa (0.15), Tbc1d4 (0.13), Aga (0.13), Anxa11 (0.12), Calu (0.12), Dennd4c (0.12), Vps13c (0.11)",93.38760981495581,estimated:ortholog+family+function,"ortholog: GGH (human) | family: Glutamine amidotransferase class 1 domain containing: Gatd3a,Ctps1,Cad,Ctps2,Park7,Gatd1,Gmps,Pfas | function: Dpp7 (0.17), Arsa (0.15), Tbc1d4 (0.13), Aga (0.13), Anxa11 (0.12), Calu (0.12), Dennd4c (0.12), Vps13c (0.11)",0.035954481013455025,0.007422260639643648,0.6007416632488232,0.04383562130602721
Gm26917,mouse,symbol,Gm26917,,9.92,global_median,,47.91,global_median,,0.06987370771773642,0.01446769318639001,0.6007416632488232,0.04383562130602721
Gng12,mouse,symbol,Gng12,GNG12,13.530000000000003,measured,,34.650000000000006,measured,,0.05123039028528789,0.020004247635207653,0.6007416632488232,0.04383562130602721
Gstp1,mouse,symbol,Gstp1,GSTP1,21.210000000000004,measured,,272.68,measured,,0.032680206532764974,0.0025419802719669404,0.6007416632488232,0.04383562130602721
Hes1,mouse,symbol,Hes1,HES1,5.059746215288284,estimated:ortholog+family+function,"ortholog: HES1 (human) | family: Basic helix-loop-helix proteins: Mnt,Ncoa2,Ncoa3,Id1 | function: Rbpj (0.21), Ctnnb1 (0.17), Smarca4 (0.16), Smad4 (0.16), Notch2 (0.16), Dicer1 (0.16), Pkd2 (0.15), Ilk (0.15)",25.953226778112235,estimated:family+function,"family: Basic helix-loop-helix proteins: Mnt,Ncoa2,Ncoa3,Id1,Max | function: Rbpj (0.21), Ctnnb1 (0.17), Smarca4 (0.16), Smad4 (0.16), Notch2 (0.16), Dicer1 (0.16), Pkd2 (0.15), Ilk (0.15)",0.13699247967527806,0.026707553033232613,0.5981742475520396,0.04213633422317314
Hesx1,mouse,symbol,Hesx1,HESX1,8.442261621995085,estimated:ortholog+family+function,"ortholog: HESX1 (human) | family: PRD class homeoboxes and pseudogenes: Prrx1,Prrx2 | function: Foxf2 (0.24), Prrx1 (0.23), Atf7 (0.21), Tead2 (0.21), Gabpa (0.21), Cux1 (0.20), Nr2f1 (0.20), Lrrfip1 (0.20)",13.167884088571519,estimated:family+function,"family: PRD class homeoboxes and pseudogenes: Prrx1,Prrx2 | function: Foxf2 (0.24), Prrx1 (0.23), Atf7 (0.21), Tead2 (0.21), Gabpa (0.21), Cux1 (0.20), Nr2f1 (0.20), Lrrfip1 (0.20)",0.08210444210281888,0.052639222512714225,0.5981742475520396,0.04213633422317314
